69600	238682	149201	218801
129180	233373	218781	347961
188761	237118	288361	477122
248340	235594	357942	606282
307920	238296	427522	735442
367501	238774	497102	864603
427081	235033	566681	993762
486661	240358	636261	1122922
546242	238258	705841	1252083
605821	235522	775422	1381243
665401	233918	845002	1510403
724982	238213	914582	1639564
784561	237338	984162	1768723
844141	237782	1053742	1897883
903722	236822	1123322	2027044
963301	238397	1192902	2156203
1022881	235581	1262483	2285364
1082462	236659	1332063	2414525
1142041	241978	1401643	2543684
1201622	243152	1471222	2672844
1261203	234968	1540802	2802005
1320782	237452	1610382	2931164
1380362	235294	1679963	3060325
1439943	235481	1749543	3189486
1499522	236695	1819123	3318645
1559102	239224	1888703	3447805
1618682	235088	1958283	3576965
1678262	234055	2027863	3706125
1737843	240060	2097443	3835286
1797423	237917	2167024	3964447
1857003	235562	2236604	4093607
1916582	236822	2306184	4222766
1976163	242498	2375763	4351926
2035743	235408	2445343	4481086
2095324	234134	2514923	4610247
2154904	254054	2584504	4739408
2214484	240601	2654084	4868568
2274063	234861	2723664	4997727
2333643	235916	2793244	5126887
2393223	236941	2862824	5256047
2452804	236007	2932404	5385208
2512384	235200	3001984	5514368
2571964	239406	3071565	5643529
2631543	239131	3141145	5772688
2691123	234929	3210725	5901848
2750704	236079	3280304	6031008
2810285	237399	3349884	6160169
2869865	237974	3419464	6289329
2929445	235335	3489045	6418490
2989024	241141	3558625	6547649
3048604	236744	3628205	6676809
3108184	233182	3697785	6805969
3167764	238590	3767365	6935129
3227344	240396	3836945	7064289
3286924	239719	3906526	7193450
3346504	236266	3976106	7322610
3406085	238904	4045686	7451771
3465665	240734	4115266	7580931
3525246	235279	4184845	7710091
3584826	235417	4254425	7839251
3644406	237448	4324005	7968411
3703986	235075	4393586	8097572
3763565	234843	4463166	8226731
3823145	241109	4532746	8355891
3882725	238976	4602326	8485051
3942305	236132	4671906	8614211
4001885	235187	4741486	8743371
4061465	238531	4811067	8872532
4121046	234311	4880647	9001693
4180626	236194	4950227	9130853
4240206	241230	5019807	9260013
4299787	238474	5089386	9389173
4359367	237686	5158966	9518333
4418947	235957	5228546	9647493
4478526	240261	5298127	9776653
4538106	234834	5367707	9905813
4597686	235217	5437287	10034973
4657266	243786	5506867	10164133
4716846	239047	5576447	10293293
4776426	235351	5646027	10422453
4836006	235559	5715608	10551614
4895587	233372	5785188	10680775
4955167	234869	5854768	10809935
5014748	234487	5924347	10939095
5074328	242520	5993927	11068255
5133908	236962	6063507	11197415
5193488	236412	6133088	11326576
5253067	236318	6202668	11455735
5312647	237248	6272248	11584895
5372227	233854	6341828	11714055
5431807	236931	6411408	11843215
5491387	239914	6480988	11972375
5550967	240307	6550568	12101535
5610548	234601	6620149	12230697
5670128	239109	6689729	12359857
5729708	237488	6759309	12489017
5789289	234650	6828888	12618177
5848869	235095	6898468	12747337
5908449	239089	6968048	12876497
5968028	239548	7037629	13005657
6027608	235370	7107209	13134817
6087188	236414	7176789	13263977
6146768	239249	7246369	13393137
6206348	233524	7315949	13522297
6265928	234028	7385529	13651457
6325508	239497	7455109	13780617
6385088	241802	7524690	13909778
6444668	236331	7594270	14038938
6504248	245495	7663850	14168098
6563829	239576	7733429	14297258
6623409	237633	7803009	14426418
6682989	233465	7872589	14555578
6742570	238231	7942170	14684740
6802150	239244	8011750	14813900
6861730	236910	8081330	14943060
6921310	235534	8150910	15072220
6980890	238801	8220490	15201380
7040470	235800	8290070	15330540
7100050	247530	8359651	15459701
7159630	234215	8429231	15588861
7219210	237389	8498811	15718021
7278790	238392	8568391	15847181
7338371	238732	8637970	15976341
7397951	234396	8707550	16105501
7457530	239530	8777130	16234660
7517110	235857	8846711	16363821
7576690	241282	8916291	16492981
7636270	239041	8985871	16622141
7695850	238137	9055451	16751301
7755430	236283	9125031	16880461
7815010	239006	9194611	17009621
7874590	236343	9264192	17138782
7934170	238056	9333772	17267942
7993750	242053	9403352	17397102
8053330	241024	9472932	17526262
8112911	240206	9542511	17655422
8172491	236060	9612091	17784582
8232072	237309	9681671	17913743
8291652	237657	9751252	18042904
8351232	237081	9820832	18172064
8410812	238365	9890412	18301224
8470392	239224	9959992	18430384
8529972	237751	10029572	18559544
8589552	236661	10099152	18688704
8649132	298153	10168733	18817865
8708712	247884	10238313	18947025
8768292	292803	10307893	19076185
8827873	239934	10377472	19205345
8887453	242318	10447052	19334505
8947032	248863	10516632	19463664
9006612	247287	10586213	19592825
9066192	247889	10655793	19721985
9125772	236354	10725373	19851145
9185352	241146	10794953	19980305
9244932	244371	10864533	20109465
9304512	239970	10934113	20238625
9364092	237200	11003693	20367785
9423672	240158	11073274	20496946
9483252	237009	11142854	20626106
9542832	234766	11212434	20755266
9602413	244843	11282013	20884426
9661993	238189	11351593	21013586
9721574	242475	11421173	21142747
9781154	241454	11490754	21271908
9840734	237341	11560334	21401068
9900314	239036	11629914	21530228
9959894	237712	11699494	21659388
10019474	238728	11769074	21788548
10079054	243950	11838654	21917708
10138634	243068	11908234	22046868
10198214	242709	11977815	22176029
10257794	240029	12047395	22305189
10317374	239188	12116975	22434349
10376955	243878	12186554	22563509
10436534	272795	12256134	22692668
10496114	240548	12325714	22821828
10555694	239889	12395295	22950989
10615274	244105	12464875	23080149
10674854	240492	12534455	23209309
10734434	329138	12604035	23338469
10794014	309931	12673615	23467629
10853594	260290	12743195	23596789
10913174	249142	12812775	23725949
10972754	243665	12882356	23855110
11032334	239157	12951936	23984270
11091914	240920	13021516	24113430
11151495	236863	13091095	24242590
11211076	239404	13160675	24371751
11270656	246947	13230255	24500911
11330236	241935	13299836	24630072
11389816	240998	13369416	24759232
11449396	241597	13438996	24888392
11508976	237172	13508576	25017552
11568556	239098	13578156	25146712
11628136	240449	13647736	25275872
11687716	242362	13717317	25405033
11747296	240178	13786897	25534193
11806876	246987	13856477	25663353
11866456	241710	13926057	25792513
11926036	240671	13995636	25921672
11985617	240059	14065216	26050833
12045196	240968	14134796	26179992
12104777	236383	14204377	26309154
12164356	240161	14273957	26438313
12223937	243465	14343537	26567474
12283516	239106	14413117	26696633
12343097	240720	14482697	26825794
12402676	238531	14552277	26954953
12462257	245773	14621858	27084115
12521836	242009	14691438	27213274
12581417	240305	14761018	27342435
12640996	240909	14830598	27471594
12700578	244787	14900177	27600755
12760157	237441	14969757	27729914
12819738	244658	15039337	27859075
12879317	242399	15108918	27988235
12938898	238823	15178498	28117396
12998477	240335	15248078	28246555
13058058	240206	15317658	28375716
13117637	245270	15387238	28504875
13177218	238768	15456818	28634036
13236797	240102	15526399	28763196
13296378	237759	15595979	28892357
13355957	243519	15665559	29021516
13415538	242320	15735138	29150676
13475119	238446	15804718	29279837
13534698	240137	15874298	29408996
13594279	242917	15943879	29538158
13653858	241635	16013459	29667317
13713439	238922	16083039	29796478
13773018	239911	16152619	29925637
13832599	244249	16222199	30054798
13892178	239886	16291779	30183957
13951759	240906	16361359	30313118
14011338	240118	16430940	30442278
14070919	241827	16500520	30571439
14130498	243656	16570100	30700598
14190080	241117	16639679	30829759
14249659	244521	16709259	30958918
14309240	244817	16778839	31088079
14368819	241624	16848420	31217239
14428400	240693	16918000	31346400
14487979	243557	16987580	31475559
14547560	239649	17057160	31604720
14607139	240375	17126740	31733879
14666720	240082	17196320	31863040
14726299	240702	17265900	31992199
14785880	242581	17335481	32121361
14845459	240771	17405061	32250520
14905039	239469	17474641	32379680
14964621	243006	17544220	32508841
15024200	252712	17613800	32638000
15083781	240072	17683380	32767161
15143360	241329	17752961	32896321
15202941	244256	17822541	33025482
15262520	246590	17892121	33154641
15322101	240510	17961701	33283802
15381680	241804	18031281	33412961
15441261	240486	18100861	33542122
15500840	238436	18170442	33671282
15560421	240029	18240022	33800443
15620000	240746	18309602	33929602
15679581	242826	18379182	34058763
15739161	243584	18448761	34187922
15798742	243264	18518341	34317083
15858321	236173	18587921	34446242
15917902	240471	18657502	34575404
15977481	240631	18727082	34704563
16037062	241173	18796662	34833724
16096641	245905	18866242	34962883
16156222	240031	18935822	35092044
16215801	236389	19005402	35221203
16275382	242347	19074983	35350365
16334961	235019	19144563	35479524
16394541	245240	19214143	35608684
16454122	241541	19283723	35737845
16513702	239964	19353302	35867004
16573283	239028	19422882	35996165
16632862	236673	19492462	36125324
16692443	239196	19562043	36254486
16752022	241143	19631623	36383645
16811603	240831	19701203	36512806
16871182	238983	19770783	36641965
16930763	239838	19840363	36771126
16990342	236752	19909943	36900285
17049923	240925	19979524	37029447
17109502	244855	20049104	37158606
17169083	238350	20118684	37287767
17228662	241773	20188264	37416926
17288244	237311	20257843	37546087
17347823	240328	20327423	37675246
17407404	234928	20397003	37804407
17466983	241874	20466584	37933567
17526564	235268	20536164	38062728
17586143	233658	20605744	38191887
17645724	234803	20675324	38321048
17705303	240416	20744904	38450207
17764884	242118	20814484	38579368
17824463	242105	20884065	38708528
17884043	241464	20953645	38837688
17943624	243295	21023225	38966849
18003204	241716	21092804	39096008
18062785	236283	21162384	39225169
18122364	243586	21231964	39354328
18181945	240703	21301545	39483490
18241524	240643	21371125	39612649
18301105	243222	21440705	39741810
18360684	243792	21510285	39870969
18420265	239195	21579865	40000130
18479844	240097	21649445	40129289
18539425	240332	21719025	40258450
18599004	242367	21788606	40387610
18658585	246113	21858186	40516771
