6563829	7733429	14297258
6623409	7803009	14426418
6682989	7872589	14555578
6742570	7942170	14684740
6802150	8011750	14813900
6861730	8081330	14943060
6921310	8150910	15072220
6980890	8220490	15201380
7040470	8290070	15330540
7100050	8359651	15459701
7159630	8429231	15588861
7219210	8498811	15718021
7278790	8568391	15847181
7338371	8637970	15976341
7397951	8707550	16105501
7457530	8777130	16234660
7517110	8846711	16363821
7576690	8916291	16492981
7636270	8985871	16622141
7695850	9055451	16751301
7755430	9125031	16880461
7815010	9194611	17009621
7874590	9264192	17138782
7934170	9333772	17267942
7993750	9403352	17397102
8053330	9472932	17526262
8112911	9542511	17655422
8172491	9612091	17784582
8232072	9681671	17913743
8291652	9751252	18042904
8351232	9820832	18172064
8410812	9890412	18301224
8470392	9959992	18430384
8529972	10029572	18559544
8589552	10099152	18688704
8649132	10168733	18817865
8708712	10238313	18947025
8768292	10307893	19076185
8827873	10377472	19205345
8887453	10447052	19334505
8947032	10516632	19463664
9006612	10586213	19592825
9066192	10655793	19721985
9125772	10725373	19851145
9185352	10794953	19980305
9244932	10864533	20109465
9304512	10934113	20238625
9364092	11003693	20367785
9423672	11073274	20496946
9483252	11142854	20626106
9542832	11212434	20755266
9602413	11282013	20884426
9661993	11351593	21013586
9721574	11421173	21142747
9781154	11490754	21271908
9840734	11560334	21401068
9900314	11629914	21530228
9959894	11699494	21659388
10019474	11769074	21788548
10079054	11838654	21917708
10138634	11908234	22046868
10198214	11977815	22176029
10257794	12047395	22305189
10317374	12116975	22434349
10376955	12186554	22563509
10436534	12256134	22692668
10496114	12325714	22821828
10555694	12395295	22950989
10615274	12464875	23080149
10674854	12534455	23209309
10734434	12604035	23338469
10794014	12673615	23467629
10853594	12743195	23596789
10913174	12812775	23725949
10972754	12882356	23855110
11032334	12951936	23984270
11091914	13021516	24113430
11151495	13091095	24242590
11211076	13160675	24371751
11270656	13230255	24500911
11330236	13299836	24630072
11389816	13369416	24759232
11449396	13438996	24888392
11508976	13508576	25017552
11568556	13578156	25146712
11628136	13647736	25275872
11687716	13717317	25405033
11747296	13786897	25534193
11806876	13856477	25663353
11866456	13926057	25792513
11926036	13995636	25921672
11985617	14065216	26050833
12045196	14134796	26179992
12104777	14204377	26309154
12164356	14273957	26438313
12223937	14343537	26567474
12283516	14413117	26696633
12343097	14482697	26825794
12402676	14552277	26954953
12462257	14621858	27084115
12521836	14691438	27213274
12581417	14761018	27342435
12640996	14830598	27471594
12700578	14900177	27600755
12760157	14969757	27729914
12819738	15039337	27859075
12879317	15108918	27988235
12938898	15178498	28117396
12998477	15248078	28246555
13058058	15317658	28375716
13117637	15387238	28504875
13177218	15456818	28634036
13236797	15526399	28763196
13296378	15595979	28892357
13355957	15665559	29021516
13415538	15735138	29150676
13475119	15804718	29279837
13534698	15874298	29408996
13594279	15943879	29538158
13653858	16013459	29667317
13713439	16083039	29796478
13773018	16152619	29925637
13832599	16222199	30054798
13892178	16291779	30183957
13951759	16361359	30313118
14011338	16430940	30442278
14070919	16500520	30571439
14130498	16570100	30700598
14190080	16639679	30829759
14249659	16709259	30958918
14309240	16778839	31088079
14368819	16848420	31217239
14428400	16918000	31346400
14487979	16987580	31475559
14547560	17057160	31604720
14607139	17126740	31733879
14666720	17196320	31863040
14726299	17265900	31992199
14785880	17335481	32121361
14845459	17405061	32250520
14905039	17474641	32379680
14964621	17544220	32508841
15024200	17613800	32638000
15083781	17683380	32767161
15143360	17752961	32896321
15202941	17822541	33025482
15262520	17892121	33154641
15322101	17961701	33283802
15381680	18031281	33412961
15441261	18100861	33542122
15500840	18170442	33671282
15560421	18240022	33800443
15620000	18309602	33929602
15679581	18379182	34058763
15739161	18448761	34187922
15798742	18518341	34317083
15858321	18587921	34446242
15917902	18657502	34575404
15977481	18727082	34704563
16037062	18796662	34833724
16096641	18866242	34962883
16156222	18935822	35092044
16215801	19005402	35221203
16275382	19074983	35350365
16334961	19144563	35479524
16394541	19214143	35608684
16454122	19283723	35737845
16513702	19353302	35867004
16573283	19422882	35996165
16632862	19492462	36125324
16692443	19562043	36254486
16752022	19631623	36383645
16811603	19701203	36512806
16871182	19770783	36641965
16930763	19840363	36771126
16990342	19909943	36900285
17049923	19979524	37029447
17109502	20049104	37158606
17169083	20118684	37287767
17228662	20188264	37416926
17288244	20257843	37546087
17347823	20327423	37675246
17407404	20397003	37804407
17466983	20466584	37933567
17526564	20536164	38062728
17586143	20605744	38191887
17645724	20675324	38321048
17705303	20744904	38450207
17764884	20814484	38579368
17824463	20884065	38708528
17884043	20953645	38837688
17943624	21023225	38966849
18003204	21092804	39096008
18062785	21162384	39225169
18122364	21231964	39354328
18181945	21301545	39483490
18241524	21371125	39612649
18301105	21440705	39741810
18360684	21510285	39870969
18420265	21579865	40000130
18479844	21649445	40129289
18539425	21719025	40258450
18599004	21788606	40387610
18658585	21858186	40516771
18718164	21927766	40645930
18777746	21997345	40775091
18837325	22066925	40904250
18896906	22136505	41033411
18956485	22206086	41162571
19016066	22275666	41291732
19075645	22345246	41420891
19135226	22414826	41550052
19194805	22484406	41679211
19254386	22553986	41808372
19313965	22623566	41937531
19373545	22693147	42066692
19433126	22762727	42195853
19492705	22832307	42325012
19552287	22901886	42454173
19611866	22971466	42583332
19671447	23041046	42712493
19731026	23110627	42841653
19790607	23180207	42970814
19850186	23249787	43099973
19909767	23319367	43229134
19969346	23388947	43358293
20028927	23458527	43487454
20088506	23528108	43616614
20148087	23597688	43745775
20207666	23667268	43874934
20267247	23736848	44004095
20326827	23806427	44133254
20386408	23876007	44262415
20445987	23945587	44391574
20505568	24015168	44520736
20565147	24084748	44649895
20624728	24154328	44779056
20684307	24223908	44908215
20743888	24293488	45037376
20803467	24363068	45166535
20863047	24432649	45295696
20922628	24502229	45424857
20982207	24571809	45554016
21041788	24641389	45683177
21101368	24710968	45812336
21160949	24780548	45941497
21220528	24850128	46070656
21280109	24919709	46199818
21339688	24989289	46328977
21399269	25058869	46458138
21458848	25128449	46587297
21518429	25198029	46716458
21578008	25267609	46845617
21637589	25337190	46974779
21697168	25406770	47103938
21756749	25476350	47233099
21816329	25545929	47362258
21875910	25615509	47491419
21935489	25685089	47620578
21995070	25754670	47749740
22054649	25824250	47878899
22114230	25893830	48008060
22173809	25963410	48137219
22233390	26032990	48266380
22292969	26102570	48395539
22352549	26172150	48524699
22412130	26241731	48653861
22471709	26311311	48783020
22531290	26380891	48912181
22590870	26450470	49041340
22650451	26520050	49170501
22710030	26589630	49299660
22769611	26659211	49428822
22829190	26728791	49557981
22888771	26798371	49687142
22948350	26867951	49816301
23007931	26937531	49945462
23067510	27007111	50074621
23127091	27076691	50203782
23186670	27146272	50332942
23246251	27215852	50462103
23305830	27285432	50591262
23365412	27355011	50720423
23424991	27424591	50849582
23484572	27494171	50978743
23544151	27563752	51107903
23603732	27633332	51237064
23663311	27702912	51366223
23722892	27772492	51495384
23782471	27842072	51624543
23842051	27911652	51753703
23901632	27981233	51882865
23961212	28050813	52012025
24020791	28120393	52141184
24080371	28189973	52270344
24139953	28259552	52399505
24199533	28329132	52528665
24259112	28398712	52657824
24318692	28468293	52786985
24378273	28537873	52916146
24437853	28607453	53045306
24497432	28677033	53174465
24557012	28746613	53303625
24616593	28816193	53432786
24676173	28885774	53561947
24735752	28955354	53691106
24795332	29024934	53820266
24854913	29094514	53949427
24914494	29164093	54078587
24974073	29233673	54207746
25033653	29303253	54336906
25093234	29372834	54466068
25152814	29442414	54595228
25212393	29511994	54724387
25271973	29581574	54853547
25331553	29651154	54982707
25391134	29720734	55111868
25450714	29790315	55241029
25510293	29859895	55370188
25569873	29929475	55499348
25629454	29999055	55628509
25689035	30068634	55757669
25748614	30138214	55886828
25808194	30207794	56015988
25867775	30277375	56145150
25927355	30346955	56274310
25986934	30416535	56403469
26046514	30486115	56532629
26106095	30555695	56661790
26165675	30625275	56790950
26225254	30694856	56920110
26284834	30764436	57049270
26344415	30834016	57178431
26403996	30903595	57307591
26463575	30973175	57436750
26523155	31042755	57565910
26582736	31112336	57695072
26642316	31181916	57824232
26701895	31251496	57953391
26761475	31321076	58082551
26821055	31390656	58211711
26880636	31460236	58340872
26940216	31529816	58470032
26999795	31599397	58599192
27059375	31668977	58728352
27118956	31738557	58857513
27178537	31808136	58986673
27238116	31877716	59115832
27297696	31947296	59244992
27357277	32016877	59374154
27416857	32086457	59503314
27476436	32156037	59632473
27536016	32225617	59761633
27595597	32295197	59890794
27655177	32364777	60019954
27714756	32434357	60149113
27774336	32503938	60278274
27833917	32573518	60407435
27893497	32643098	60536595
27953077	32712677	60665754
28012657	32782257	60794914
28072238	32851837	60924075
28131818	32921418	61053236
28191397	32990998	61182395
28250977	33060578	61311555
28310557	33130158	61440715
28370138	33199738	61569876
28429718	33269318	61699036
28489297	33338899	61828196
28548877	33408479	61957356
28608458	33478059	62086517
28668038	33547639	62215677
28727618	33617218	62344836
28787198	33686798	62473996
28846779	33756378	62603157
28906359	33825959	62732318
28965938	33895539	62861477
29025518	33965119	62990637
29085099	34034699	63119798
29144679	34104279	63248958
29204258	34173859	63378117
29263838	34243440	63507278
29323419	34313020	63636439
29382999	34382600	63765599
29442578	34452180	63894758
29502159	34521759	64023918
29561740	34591339	64153079
29621320	34660919	64282239
29680899	34730500	64411399
29740479	34800080	64540559
29800059	34869660	64669719
29859640	34939240	64798880
29919220	35008820	64928040
29978799	35078400	65057199
30038379	35147981	65186360
30097960	35217561	65315521
30157540	35287141	65444681
30217120	35356720	65573840
30276700	35426300	65703000
30336281	35495880	65832161
30395861	35565461	65961322
30455440	35635041	66090481
30515020	35704621	66219641
30574601	35774201	66348802
30634181	35843781	66477962
30693760	35913361	66607121
30753340	35982941	66736281
30812921	36052522	66865443
30872501	36122102	66994603
30932080	36191682	67123762
30991661	36261261	67252922
31051242	36330841	67382083
31110822	36400421	67511243
31170401	36470002	67640403
31229981	36539582	67769563
31289561	36609162	67898723
31349142	36678742	68027884
31408722	36748322	68157044
31468301	36817902	68286203
31527881	36887482	68415363
31587462	36957063	68544525
31647042	37026643	68673685
31706621	37096223	68802844
31766202	37165802	68932004
31825783	37235382	69061165
31885363	37304962	69190325
31944942	37374543	69319485
32004522	37444123	69448645
32064103	37513703	69577806
32123683	37583283	69706966
32183262	37652863	69836125
32242842	37722443	69965285
32302423	37792023	70094446
32362003	37861604	70223607
32421582	37931184	70352766
32481162	38000764	70481926
32540744	38070343	70611087
32600324	38139923	70740247
32659903	38209503	70869406
32719483	38279084	70998567
32779063	38348664	71127727
32838644	38418244	71256888
32898224	38487824	71386048
32957803	38557404	71515207
33017383	38626984	71644367
33076964	38696565	71773529
33136544	38766145	71902689
33196123	38835725	72031848
33255703	38905305	72161008
33315285	38974884	72290169
33374865	39044464	72419329
33434444	39114044	72548488
33494024	39183625	72677649
33553605	39253205	72806810
33613185	39322785	72935970
33672764	39392365	73065129
33732344	39461945	73194289
33791925	39531525	73323450
33851505	39601106	73452611
33911084	39670686	73581770
33970664	39740266	73710930
34030245	39809846	73840091
34089826	39879425	73969251
34149405	39949005	74098410
34208985	40018585	74227570
34268565	40088166	74356731
34328146	40157746	74485892
34387726	40227326	74615052
34447305	40296906	74744211
34506885	40366486	74873371
34566466	40436066	75002532
34626046	40505647	75131693
34685625	40575227	75260852
34745205	40644807	75390012
34804787	40714386	75519173
34864367	40783966	75648333
34923946	40853546	75777492
34983526	40923127	75906653
35043107	40992707	76035814
35102687	41062287	76164974
35162266	41131867	76294133
35221846	41201447	76423293
35281427	41271027	76552454
35341007	41340607	76681614
35400586	41410188	76810774
35460166	41479768	76939934
35519747	41549348	77069095
35579328	41618927	77198255
35638907	41688507	77327414
35698487	41758087	77456574
35758067	41827668	77585735
35817648	41897248	77714896
35877228	41966828	77844056
35936807	42036408	77973215
35996387	42105988	78102375
36055968	42175568	78231536
36115548	42245148	78360696
36175127	42314729	78489856
36234707	42384309	78619016
36294288	42453889	78748177
36353869	42523468	78877337
36413448	42593048	79006496
36473028	42662628	79135656
36532609	42732209	79264818
36592189	42801789	79393978
36651768	42871369	79523137
36711348	42940949	79652297
36770929	43010529	79781458
36830509	43080109	79910618
36890088	43149690	80039778
36949668	43219270	80168938
37009249	43288850	80298099
37068829	43358430	80427259
37128409	43428009	80556418
37187989	43497589	80685578
37247569	43567169	80814738
37307150	43636750	80943900
37366730	43706330	81073060
37426309	43775910	81202219
37485889	43845490	81331379
37545470	43915070	81460540
37605050	43984650	81589700
37664629	44054231	81718860
37724209	44123811	81848020
37783790	44193391	81977181
37843370	44262971	82106341
37902950	44332550	82235500
37962530	44402130	82364660
38022111	44471710	82493821
38081691	44541291	82622982
38141270	44610871	82752141
38200850	44680451	82881301
38260431	44750031	83010462
38320011	44819611	83139622
38379590	44889191	83268781
38439170	44958772	83397942
38498751	45028352	83527103
38558331	45097932	83656263
38617911	45167511	83785422
38677491	45237091	83914582
38737071	45306671	84043742
38796652	45376252	84172904
38856232	45445832	84302064
38915811	45515412	84431223
38975391	45584992	84560383
39034972	45654572	84689544
39094552	45724152	84818704
39154131	45793732	84947863
39213711	45863313	85077024
39273292	45932893	85206185
39332872	46002473	85335345
39392452	46072052	85464504
39452032	46141632	85593664
39511613	46211212	85722825
39571193	46280793	85851986
39630772	46350373	85981145
39690352	46419953	86110305
39749933	46489533	86239466
39809513	46559113	86368626
39869092	46628693	86497785
39928672	46698273	86626945
39988253	46767854	86756107
40047833	46837434	86885267
40107412	46907014	87014426
40166993	46976593	87143586
40226573	47046173	87272746
40286154	47115753	87401907
40345734	47185334	87531068
40405313	47254914	87660227
40464893	47324494	87789387
40524474	47394074	87918548
40584054	47463654	88047708
40643633	47533234	88176867
40703213	47602814	88306027
40762794	47672395	88435189
40822374	47741975	88564349
40881953	47811555	88693508
40941534	47881134	88822668
41001115	47950714	88951829
41060695	48020294	89080989
41120274	48089875	89210149
41179854	48159455	89339309
41239435	48229035	89468470
41299015	48298615	89597630
41358594	48368195	89726789
41418174	48437775	89855949
41477755	48507356	89985111
41537335	48576936	90114271
41596914	48646516	90243430
41656494	48716096	90372590
41716075	48785675	90501750
41775656	48855255	90630911
41835236	48924835	90760071
41894815	48994416	90889231
41954395	49063996	91018391
42013976	49133576	91147552
42073556	49203156	91276712
42133135	49272736	91405871
42192715	49342316	91535031
42252296	49411897	91664193
42311876	49481477	91793353
42371455	49551057	91922512
42431035	49620637	92051672
42490617	49690216	92180833
42550197	49759796	92309993
42609776	49829376	92439152
42669356	49898957	92568313
42728937	49968537	92697474
42788517	50038117	92826634
42848096	50107697	92955793
42907676	50177277	93084953
42967257	50246857	93214114
43026837	50316438	93343275
43086416	50386018	93472434
43145996	50455598	93601594
43205577	50525177	93730754
43265158	50594757	93859915
43324738	50664337	93989075
43384317	50733918	94118235
43443897	50803498	94247395
43503478	50873078	94376556
43563058	50942658	94505716
43622637	51012238	94634875
43682217	51081818	94764035
43741798	51151398	94893196
43801378	51220979	95022357
43860957	51290559	95151516
43920537	51360139	95280676
43980119	51429718	95409837
44039699	51499298	95538997
44099278	51568878	95668156
44158858	51638459	95797317
44218439	51708039	95926478
44278019	51777619	96055638
44337598	51847199	96184797
44397178	51916779	96313957
44456759	51986359	96443118
44516339	52055939	96572278
44575918	52125520	96701438
44635498	52195100	96830598
44695078	52264680	96959758
44754660	52334259	97088919
44814240	52403839	97218079
44873819	52473419	97347238
44933399	52543000	97476399
44992980	52612580	97605560
45052560	52682160	97734720
45112139	52751740	97863879
45171719	52821320	97993039
45231300	52890900	98122200
45290880	52960481	98251361
45350459	53030061	98380520
45410039	53099641	98509680
45469620	53169221	98638841
45529201	53238800	98768001
45588780	53308380	98897160
45648360	53377960	99026320
45707941	53447541	99155482
45767521	53517121	99284642
45827100	53586701	99413801
45886680	53656281	99542961
45946261	53725861	99672122
46005841	53795441	99801282
46065420	53865022	99930442
46125000	53934602	100059602
46184580	54004182	100188762
46244161	54073762	100317923
46303742	54143341	100447083
46363321	54212921	100576242
46422901	54282501	100705402
46482482	54352082	100834564
46542062	54421662	100963724
46601641	54491242	101092883
46661221	54560822	101222043
46720802	54630402	101351204
46780382	54699982	101480364
46839961	54769563	101609524
46899541	54839143	101738684
46959122	54908723	101867845
47018702	54978303	101997005
47078282	55047882	102126164
47137862	55117462	102255324
47197443	55187042	102384485
47257023	55256623	102513646
47316602	55326203	102642805
47376182	55395783	102771965
47435763	55465363	102901126
47495343	55534943	103030286
47554922	55604523	103159445
47614502	55674104	103288606
47674082	55743684	103417766
47733663	55813264	103546927
47793244	55882843	103676087
47852824	55952423	103805247
47912404	56022003	103934407
47971983	56091584	104063567
48031563	56161164	104192727
48091143	56230744	104321887
48150723	56300324	104451047
48210304	56369904	104580208
48269884	56439484	104709368
48329464	56509064	104838528
48389044	56578645	104967689
48448623	56648225	105096848
48508203	56717805	105226008
48567784	56787384	105355168
48627364	56856964	105484328
48686945	56926544	105613489
48746525	56996125	105742650
48806105	57065705	105871810
48865685	57135285	106000970
48925264	57204865	106130129
48984844	57274445	106259289
49044424	57344025	106388449
49104004	57413605	106517609
49163584	57483186	106646770
49223165	57552766	106775931
49282745	57622346	106905091
49342326	57691925	107034251
49401906	57761505	107163411
49461485	57831085	107292570
49521065	57900666	107421731
49580645	57970246	107550891
49640225	58039826	107680051
49699806	58109406	107809212
49759386	58178986	107938372
49818966	58248566	108067532
49878546	58318147	108196693
49938125	58387727	108325852
49997705	58457307	108455012
50057285	58526887	108584172
50116866	58596466	108713332
50176447	58666046	108842493
50236027	58735626	108971653
50295607	58805207	109100814
50355187	58874787	109229974
50414766	58944367	109359133
50474346	59013947	109488293
50533926	59083527	109617453
50593506	59153107	109746613
50653086	59222688	109875774
50712667	59292268	110004935
50772247	59361848	110134095
50831827	59431428	110263255
50891408	59501007	110392415
50950987	59570587	110521574
51010567	59640167	110650734
51070147	59709748	110779895
51129727	59779328	110909055
51189308	59848908	111038216
51248888	59918488	111167376
51308468	59988068	111296536
51368048	60057648	111425696
51427627	60127229	111554856
51487207	60196809	111684016
51546787	60266389	111813176
51606368	60335968	111942336
51665949	60405548	112071497
51725529	60475128	112200657
51785109	60544709	112329818
51844689	60614289	112458978
51904268	60683869	112588137
51963848	60753449	112717297
52023428	60823029	112846457
52083008	60892609	112975617
52142588	60962189	113104777
52202169	61031770	113233939
52261749	61101350	113363099
52321329	61170930	113492259
52380910	61240509	113621419
52440489	61310089	113750578
52500069	61379669	113879738
52559649	61449250	114008899
52619229	61518830	114138059
52678810	61588410	114267220
52738390	61657990	114396380
52797970	61727570	114525540
52857550	61797150	114654700
52917129	61866730	114783859
52976709	61936311	114913020
53036289	62005891	115042180
53095869	62075471	115171340
53155451	62145050	115300501
53215031	62214630	115429661
53274611	62284210	115558821
53334191	62353791	115687982
53393770	62423371	115817141
53453350	62492951	115946301
53512930	62562531	116075461
53572510	62632111	116204621
53632090	62701691	116333781
53691671	62771272	116462943
53751251	62840852	116592103
53810831	62910432	116721263
53870411	62980012	116850423
53929991	63049591	116979582
53989571	63119171	117108742
54049151	63188751	117237902
54108731	63258332	117367063
54168312	63327912	117496224
54227892	63397492	117625384
54287472	63467072	117754544
54347052	63536652	117883704
54406631	63606232	118012863
54466211	63675813	118142024
54525791	63745393	118271184
54585371	63814973	118400344
54644952	63884553	118529505
54704533	63954132	118658665
54764113	64023712	118787825
54823693	64093292	118916985
54883272	64162873	119046145
54942852	64232453	119175305
55002432	64302033	119304465
55062012	64371613	119433625
55121592	64441193	119562785
55181173	64510773	119691946
55240753	64580354	119821107
55300333	64649934	119950267
55359913	64719514	120079427
55419492	64789094	120208586
55479073	64858673	120337746
55538653	64928253	120466906
55598233	64997833	120596066
55657814	65067414	120725228
55717394	65136994	120854388
55776974	65206574	120983548
55836554	65276154	121112708
55896133	65345734	121241867
55955713	65415314	121371027
56015293	65484895	121500188
56074873	65554475	121629348
56134454	65624055	121758509
56194035	65693634	121887669
56253615	65763214	122016829
56313195	65832794	122145989
56372774	65902375	122275149
56432354	65971955	122404309
56491934	66041535	122533469
56551514	66111115	122662629
56611094	66180695	122791789
56670675	66250275	122920950
56730255	66319855	123050110
56789835	66389436	123179271
56849415	66459016	123308431
56908994	66528596	123437590
56968575	66598175	123566750
57028155	66667755	123695910
57087735	66737335	123825070
57147316	66806916	123954232
57206896	66876496	124083392
57266476	66946076	124212552
57326056	67015656	124341712
57385635	67085236	124470871
57445215	67154816	124600031
57504795	67224396	124729191
57564375	67293977	124858352
57623956	67363557	124987513
57683536	67433137	125116673
57743117	67502716	125245833
57802697	67572296	125374993
57862276	67641876	125504152
57921856	67711457	125633313
57981436	67781037	125762473
58041016	67850617	125891633
58100596	67920197	126020793
58160177	67989777	126149954
58219757	68059357	126279114
58279337	68128938	126408275
58338917	68198518	126537435
58398496	68268098	126666594
58458076	68337678	126795754
58517657	68407257	126924914
58577237	68476837	127054074
58636818	68546417	127183235
58696398	68615998	127312396
58755978	68685578	127441556
58815558	68755158	127570716
58875137	68824738	127699875
58934717	68894318	127829035
58994297	68963898	127958195
59053877	69033479	128087356
59113458	69103059	128216517
59173038	69172639	128345677
59232618	69242219	128474837
59292199	69311798	128603997
59351778	69381378	128733156
59411358	69450958	128862316
59470938	69520539	128991477
59530518	69590119	129120637
59590098	69659699	129249797
59649679	69729279	129378958
59709259	69798859	129508118
59768839	69868439	129637278
59828419	69938020	129766439
59887998	70007600	129895598
59947578	70077180	130024758
60007159	70146759	130153918
60066739	70216339	130283078
